# Band: B8
# Sample unit: dl
# Minimum sample value: 0.009350781127906771
# Maximum sample value: 0.622985929446628
# Number of colors: 256
ID;Sample;RGB
94;0.23555354168461187;94,94,94
95;0.2379599540309598;95,95,95
96;0.24036636637730774;96,96,96
97;0.24277277872365566;97,97,97
98;0.24517919107000358;98,98,98
99;0.2475856034163515;99,99,99
100;0.24999201576269944;100,100,100
101;0.25239842810904733;101,101,101
102;0.2548048404553953;102,102,102
103;0.2572112528017432;103,103,103
104;0.25961766514809115;104,104,104
105;0.26202407749443907;105,105,105
106;0.264430489840787;106,106,106
107;0.2668369021871349;107,107,107
108;0.2692433145334828;108,108,108
109;0.27164972687983074;109,109,109
110;0.2740561392261787;110,110,110
111;0.27646255157252664;111,111,111
112;0.27886896391887456;112,112,112
113;0.2812753762652225;113,113,113
114;0.2836817886115704;114,114,114
115;0.2860882009579183;115,115,115
116;0.28849461330426623;116,116,116
117;0.2909010256506142;117,117,117
118;0.29330743799696213;118,118,118
119;0.29571385034331005;119,119,119
120;0.29812026268965797;120,120,120
121;0.3005266750360059;121,121,121
122;0.3029330873823538;122,122,122
123;0.3053394997287017;123,123,123
124;0.30774591207504964;124,124,124
125;0.3101523244213976;125,125,125
126;0.31255873676774554;126,126,126
127;0.31496514911409346;127,127,127
128;0.3173715614604414;128,128,128
129;0.3197779738067893;129,129,129
130;0.3221843861531372;130,130,130
131;0.32459079849948513;131,131,131
132;0.3269972108458331;132,132,132
133;0.329403623192181;133,133,133
134;0.33181003553852895;134,134,134
135;0.33421644788487687;135,135,135
136;0.3366228602312248;136,136,136
137;0.3390292725775727;137,137,137
138;0.3414356849239206;138,138,138
139;0.34384209727026854;139,139,139
140;0.3462485096166165;140,140,140
141;0.34865492196296444;141,141,141
142;0.35106133430931236;142,142,142
143;0.3534677466556603;143,143,143
144;0.3558741590020082;144,144,144
145;0.3582805713483561;145,145,145
146;0.36068698369470403;146,146,146
147;0.363093396041052;147,147,147
148;0.3654998083873999;148,148,148
149;0.36790622073374785;149,149,149
150;0.37031263308009577;150,150,150
151;0.3727190454264437;151,151,151
152;0.3751254577727916;152,152,152
153;0.3775318701191395;153,153,153
154;0.37993828246548744;154,154,154
155;0.3823446948118354;155,155,155
156;0.38475110715818334;156,156,156
157;0.38715751950453126;157,157,157
158;0.3895639318508792;158,158,158
159;0.3919703441972271;159,159,159
160;0.394376756543575;160,160,160
161;0.39678316888992293;161,161,161
162;0.3991895812362709;162,162,162
163;0.4015959935826188;163,163,163
164;0.40400240592896675;164,164,164
165;0.40640881827531466;165,165,165
166;0.4088152306216626;166,166,166
167;0.4112216429680105;167,167,167
168;0.4136280553143584;168,168,168
169;0.41603446766070634;169,169,169
170;0.4184408800070543;170,170,170
171;0.42084729235340224;171,171,171
172;0.42325370469975016;172,172,172
173;0.4256601170460981;173,173,173
174;0.428066529392446;174,174,174
175;0.4304729417387939;175,175,175
176;0.43287935408514183;176,176,176
177;0.4352857664314898;177,177,177
178;0.4376921787778377;178,178,178
179;0.44009859112418565;179,179,179
180;0.44250500347053356;180,180,180
181;0.4449114158168815;181,181,181
182;0.4473178281632294;182,182,182
183;0.4497242405095773;183,183,183
184;0.45213065285592524;184,184,184
185;0.4545370652022732;185,185,185
186;0.45694347754862114;186,186,186
187;0.45934988989496905;187,187,187
188;0.461756302241317;188,188,188
189;0.4641627145876649;189,189,189
190;0.4665691269340128;190,190,190
191;0.46897553928036073;191,191,191
192;0.4713819516267087;192,192,192
193;0.4737883639730566;193,193,193
194;0.47619477631940454;194,194,194
195;0.47860118866575246;195,195,195
196;0.4810076010121004;196,196,196
197;0.4834140133584483;197,197,197
198;0.4858204257047962;198,198,198
199;0.48822683805114414;199,199,199
200;0.4906332503974921;200,200,200
201;0.49303966274384003;201,201,201
202;0.49544607509018795;202,202,202
203;0.4978524874365359;203,203,203
204;0.5002588997828838;204,204,204
205;0.5026653121292317;205,205,205
206;0.5050717244755796;206,206,206
207;0.5074781368219276;207,207,207
208;0.5098845491682755;208,208,208
209;0.5122909615146234;209,209,209
210;0.5146973738609714;210,210,210
211;0.5171037862073193;211,211,211
212;0.5195101985536672;212,212,212
213;0.5219166109000152;213,213,213
214;0.524323023246363;214,214,214
215;0.526729435592711;215,215,215
216;0.5291358479390589;216,216,216
217;0.5315422602854069;217,217,217
218;0.5339486726317547;218,218,218
219;0.5363550849781027;219,219,219
220;0.5387614973244507;220,220,220
221;0.5411679096707985;221,221,221
222;0.5435743220171465;222,222,222
223;0.5459807343634944;223,223,223
224;0.5483871467098423;224,224,224
225;0.5507935590561902;225,225,225
226;0.5531999714025382;226,226,226
227;0.5556063837488862;227,227,227
228;0.558012796095234;228,228,228
229;0.560419208441582;229,229,229
230;0.5628256207879299;230,230,230
231;0.5652320331342778;231,231,231
232;0.5676384454806257;232,232,232
233;0.5700448578269737;233,233,233
234;0.5724512701733216;234,234,234
235;0.5748576825196695;235,235,235
236;0.5772640948660175;236,236,236
237;0.5796705072123653;237,237,237
238;0.5820769195587133;238,238,238
239;0.5844833319050612;239,239,239
240;0.5868897442514092;240,240,240
241;0.5892961565977571;241,241,241
242;0.591702568944105;242,242,242
243;0.594108981290453;243,243,243
244;0.5965153936368008;244,244,244
245;0.5989218059831488;245,245,245
246;0.6013282183294967;246,246,246
247;0.6037346306758447;247,247,247
248;0.6061410430221925;248,248,248
249;0.6085474553685405;249,249,249
250;0.6109538677148885;250,250,250
251;0.6133602800612363;251,251,251
252;0.6157666924075843;252,252,252
253;0.6181731047539322;253,253,253
254;0.6205795171002801;254,254,254
255;0.622985929446628;255,255,255
